filename	onset	offset	event_label
1597.wav	0.19477354	0.80742654	Speech
1597.wav	2.31931744	2.77879544	Cat
1597.wav	4.741269598	5.755192501	Cat
1597.wav	8.681917822	10	Cat
1599.wav	9.546079707	10	Cat
160.wav	2.838549711	3.570454473	Speech
160.wav	4.377656953	5.109561715	Speech
160.wav	5.322090195	5.879822195	Speech
160.wav	6.407138454	6.657138454	Speech
160.wav	8.93854301	10	Speech
160.wav	7.340738597	7.590738597	Alarm_bell_ringing
1600.wav	0.266837129	1.280760032	Cat
1600.wav	2.415335204	3.429258106	Cat
1600.wav	7.505205978	8.496429978	Cat
1601.wav	0.971387685	1.448983685	Speech
1601.wav	7.141311906	7.391311906	Speech
1601.wav	3.071891565	3.946857551	Cat
1601.wav	9.301496369	10	Cat
1602.wav	0.005629054	0.791819054	Cat
1602.wav	1.963123992	2.599223765	Cat
1602.wav	9.368463814	10	Cat
1602.wav	5.413304711	7.806025711	Speech
1603.wav	2.970261403	3.520420133	Dog
1603.wav	3.557454479	4.603667479	Cat
1603.wav	6.329319986	6.788797986	Cat
1604.wav	8.852224401	9.720070206	Cat
1605.wav	0.594376092	1.944022076	Cat
1605.wav	2.242432557	3.950686525	Cat
1605.wav	5.838081872	6.714135872	Cat
1605.wav	7.704129048	8.578641048	Cat
1605.wav	2.77455287	3.130017722	Dog
1605.wav	4.558984985	4.808984985	Speech
1606.wav	1.475651945	2.373814945	Cat
1606.wav	8.777989303	10	Cat
1606.wav	1.686342327	3.056342327	Speech
1606.wav	5.252516868	6.622516868	Speech
1606.wav	8.665871994	9.154941994	Speech
1606.wav	9.523763637	10	Speech
1607.wav	1.183874207	1.996527207	Cat
1607.wav	2.247598226	3.238822226	Cat
1607.wav	6.912751425	9.028290428	Cat
1607.wav	8.262383397	8.903358397	Speech
1608.wav	0.757288896	1.007288896	Running_water
1608.wav	1.165550141	2.084371003	Cat
1608.wav	3.15468935	6.161602762	Cat
1609.wav	0.746994335	2.007651931	Speech
1609.wav	2.954355568	3.829321554	Cat
1609.wav	4.107150388	4.566628388	Cat
1609.wav	5.426031581	6.627074581	Cat
1609.wav	8.238380034	9.229604034	Cat
1609.wav	9.736233056	10	Cat
161.wav	1.467914725	1.787891725	Alarm_bell_ringing
161.wav	7.549379844	10	Speech
1610.wav	6.595283213	7.224489213	Cat
1610.wav	8.419677991	9.205936494	Cat
1610.wav	6.724654658	7.406468658	Speech
1611.wav	1.414120062	2.281965867	Cat
1611.wav	6.676900492	7.668124492	Cat
1611.wav	7.704500431	8.02109907	Speech
1612.wav	0.369814172	0.844825172	Cat
1612.wav	4.571916836	5.361803457	Cat
1612.wav	6.127733125	7.141656028	Cat
1612.wav	8.933773252	10	Cat
1612.wav	2.037207819	2.287207819	Speech
1612.wav	2.74801634	3.26856034	Speech
1613.wav	2.103874204	3.150087204	Cat
1613.wav	5.333141999	6.06840277	Cat
1613.wav	7.218937015	7.801045858	Cat
1613.wav	9.191746911	10	Cat
1613.wav	3.797241816	5.392502587	Speech
1613.wav	8.177229397	8.811469397	Speech
1614.wav	0.803027268	2.375014103	Cat
1614.wav	3.711210854	4.854395019	Cat
1614.wav	7.75627566	8.62466566	Cat
1614.wav	8.476025791	8.819835314	Speech
1614.wav	9.333935063	9.966157063	Speech
1615.wav	0.386873317	1.523290317	Speech
1615.wav	6.401051487	7.793319061	Speech
1615.wav	3.267385927	4.281308829	Cat
1615.wav	8.599648131	9.805112984	Cat
1617.wav	0.160395659	1.553456659	Speech
1617.wav	2.483715697	3.764373294	Speech
1617.wav	4.54843573	4.79843573	Speech
1617.wav	1.426282663	3.503557074	Cat
1617.wav	5.779172606	6.653684606	Cat
1619.wav	0.106001202	0.964776159	Cat
1619.wav	2.420030576	3.049236576	Cat
1619.wav	4.377893977	5.252859963	Cat
1619.wav	7.558798814	8.426644619	Cat
1619.wav	9.093349105	9.56071872	Cat
1619.wav	1.918681541	2.320540541	Speech
1619.wav	5.595542386	6.907038984	Speech
1619.wav	7.674159707	8.294386464	Speech
162.wav	0.465740421	3.007055421	Alarm_bell_ringing
162.wav	8.241753247	8.601027247	Alarm_bell_ringing
162.wav	1.745340373	3.376383373	Speech
1620.wav	1.762753121	2.647787121	Speech
1620.wav	8.037559488	9.591283107	Speech
1620.wav	6.354853887	7.116735887	Cat
1620.wav	9.582073901	10	Cat
1621.wav	0.434665979	1.076003847	Dog
1621.wav	1.462708544	2.686259157	Cat
1621.wav	3.832880325	4.618413205	Cat
1621.wav	5.482516758	6.822399154	Cat
1621.wav	8.398513922	9.219556922	Cat
1622.wav	0.28714529	3.32662868	Cat
1623.wav	5.994796099	7.703050068	Cat
1624.wav	2.465438329	3.739111329	Cat
1624.wav	8.315295768	9.548894759	Cat
1625.wav	0.289750884	1.824512789	Speech
1625.wav	5.578704742	7.413375742	Speech
1625.wav	3.683650644	7.617389944	Cat
1627.wav	8.357561465	9.828060331	Cat
1628.wav	2.208545564	4.141394755	Cat
1628.wav	5.287305134	7.019106889	Cat
1628.wav	8.312959447	8.960805252	Cat
1628.wav	8.6273666	9.3091806	Speech
1628.wav	9.376571161	9.709314925	Dog
1629.wav	8.054368998	8.702645642	Cat
163.wav	2.288766679	2.774412679	Alarm_bell_ringing
163.wav	5.930945264	6.232215105	Speech
163.wav	7.047398142	7.862341142	Speech
163.wav	9.003654934	9.888688934	Speech
1630.wav	1.452833896	2.034942739	Cat
1630.wav	2.323925138	3.524968138	Cat
1630.wav	5.66325594	6.20819894	Cat
1630.wav	7.565348753	8.484169615	Cat
1630.wav	9.537142597	10	Cat
1630.wav	1.815047973	4.560557973	Dog
1630.wav	7.775400611	9.036058207	Speech
1630.wav	9.738662138	10	Speech
1631.wav	1.937682562	2.928906562	Cat
1631.wav	7.556276529	8.355822529	Cat
1631.wav	4.286523554	7.784936252	Dog
1631.wav	9.347903162	9.928016162	Speech
1633.wav	1.998840128	3.522695807	Cat
1633.wav	9.33866081	10	Cat
1633.wav	7.623437202	9.146861202	Speech
1634.wav	0.055412112	1.112350887	Cat
1634.wav	1.786812755	2.382232257	Cat
1634.wav	5.783578227	6.56983673	Cat
1634.wav	5.360160253	6.334740253	Dog
1634.wav	9.668163025	10	Speech
1635.wav	6.151790732	6.787164732	Cat
1635.wav	9.427987099	10	Cat
1635.wav	6.9307161	8.087586849	Speech
1635.wav	7.610445569	8.067905569	Dog
1638.wav	1.799592947	2.675646947	Cat
1638.wav	2.865727837	3.627609837	Cat
1638.wav	4.260816369	5.022698369	Cat
1638.wav	6.478270978	7.388678978	Cat
1638.wav	8.460631371	10	Cat
1640.wav	0.140596457	0.83558512	Cat
1640.wav	1.411364741	2.237010741	Cat
1640.wav	5.614453518	6.373365083	Cat
1640.wav	1.711504194	3.55291009	Speech
1641.wav	1.319415197	1.725719052	Speech
1641.wav	4.866789927	6.646252651	Cat
1642.wav	8.521688234	9.477039234	Cat
1645.wav	1.567845242	2.533128242	Cat
1645.wav	6.796773755	7.318950625	Cat
1645.wav	6.511973064	7.050680064	Speech
1646.wav	0.519769586	1.170132398	Speech
1646.wav	1.693512483	3.783814004	Cat
1646.wav	7.124257162	8.214756028	Cat
1646.wav	8.664405169	10	Alarm_bell_ringing
1647.wav	1.958152285	2.828492285	Cat
1647.wav	4.982224239	6.732790255	Cat
1648.wav	7.111391643	8.553681643	Cat
1649.wav	0.056614386	0.815525951	Cat
1649.wav	2.705734678	3.65534919	Cat
1649.wav	9.231114454	9.834357085	Cat
1649.wav	4.405955021	4.822599012	Dog
1650.wav	2.754276908	3.824866477	Cat
1651.wav	9.016082681	9.884404677	Cat
1652.wav	1.377324265	2.012698265	Cat
1653.wav	3.017303395	9.296760614	Cat
1653.wav	4.098962077	6.617918993	Speech
1653.wav	8.039299908	8.567190908	Speech
1653.wav	8.753913425	9.188312425	Speech
1654.wav	3.100608	5.750573394	Cat
1654.wav	6.325681514	6.961055514	Cat
1654.wav	7.613898908	7.936007752	Cat
1654.wav	8.787766593	10	Speech
1655.wav	0.843397682	1.633284304	Cat
1655.wav	2.342001083	2.826604083	Cat
1655.wav	1.554332078	1.804332078	Dishes
1655.wav	8.913902194	9.539684194	Speech
1656.wav	0.537256462	1.594195238	Cat
1656.wav	1.294975099	2.865156099	Speech
1657.wav	0.880962771	3.312345771	Speech
1657.wav	4.629111793	6.463782793	Speech
1657.wav	2.543420148	3.028023148	Cat
1657.wav	3.86548402	5.836629514	Cat
1659.wav	0.539582908	2.068148472	Cat
1659.wav	3.146298006	4.025504006	Cat
166.wav	5.286555547	5.604492055	Alarm_bell_ringing
166.wav	7.012049214	7.933205214	Speech
1661.wav	0.068982285	0.954016285	Speech
1661.wav	1.167371863	2.609661863	Cat
1661.wav	3.612294992	4.153904969	Cat
1661.wav	8.036459422	8.934622422	Cat
1661.wav	3.976321611	10	Running_water
1662.wav	3.048858982	4.188813631	Cat
1662.wav	5.44462966	6.363450522	Cat
1662.wav	6.91618136	7.54547836	Cat
1662.wav	7.956927015	8.586224015	Cat
1662.wav	3.530627744	4.782078744	Speech
1662.wav	5.780779024	6.809713024	Speech
1663.wav	2.4043966	3.279773755	Cat
1667.wav	2.670041954	4.142603954	Speech
1667.wav	6.492354641	7.390517641	Cat
1668.wav	0.008388229	1.801685831	Cat
1668.wav	5.919714081	7.097685719	Cat
1668.wav	8.906370906	9.601359568	Cat
1668.wav	5.134508476	5.444122989	Dog
1668.wav	6.882391351	7.254568221	Dog
167.wav	0.520416977	2.198647977	Cat
167.wav	1.381348298	1.694160089	Alarm_bell_ringing
167.wav	1.705876409	2.462157409	Dishes
167.wav	6.403413297	6.809717152	Speech
1670.wav	3.492981628	4.766654628	Cat
1670.wav	8.079447781	10	Speech
1673.wav	0.774255238	1.765479238	Cat
1673.wav	3.943420078	4.769066078	Cat
1673.wav	9.296607806	9.94488445	Cat
1674.wav	0.178849514	0.982205514	Cat
1674.wav	2.490882802	3.311925802	Cat
1674.wav	4.357347718	5.170000718	Cat
1674.wav	1.349698337	2.375934165	Speech
1674.wav	3.226362935	5.188924935	Speech
1674.wav	7.760000121	10	Speech
1677.wav	0.079659745	1.92106564	Speech
1677.wav	5.845832906	7.119505906	Cat
1678.wav	6.72551161	8.433765578	Cat
1678.wav	8.603936075	9.983165075	Speech
1680.wav	1.273097019	1.699355523	Speech
1680.wav	3.519178468	3.769178468	Speech
1680.wav	4.329625162	6.152211833	Cat
1680.wav	7.987615296	10	Cat
1680.wav	7.997339117	8.247339117	Dog
1681.wav	1.402054521	2.393278521	Cat
1681.wav	5.073904377	5.541273991	Cat
1681.wav	8.151186889	8.780483889	Cat
1682.wav	0.984534658	2.426824658	Cat
1682.wav	5.683637513	6.312843513	Cat
1682.wav	9.682640946	10	Cat
1682.wav	3.654143667	4.066955458	Speech
1685.wav	6.309023468	6.784034468	Cat
1686.wav	1.616350012	2.211769513	Cat
1686.wav	6.834080592	7.752901454	Cat
1686.wav	9.725653466	10	Speech
1687.wav	0.084790591	0.814359591	Speech
1687.wav	2.373212863	3.014187863	Speech
1687.wav	3.275708288	5.055322801	Cat
1687.wav	7.78988418	8.68958918	Cat
1687.wav	8.852640877	9.909579653	Cat
1688.wav	3.432895932	4.726636932	Cat
1688.wav	5.376776154	6.847002911	Cat
1688.wav	7.214802389	9.983963387	Speech
1690.wav	0.826651957	2.196651957	Speech
1690.wav	3.330467456	4.43484882	Speech
1690.wav	5.506721011	6.219442011	Speech
1690.wav	3.017171751	3.267171751	Cat
1690.wav	7.455248931	10	Cat
1693.wav	0.816489761	1.854017761	Cat
1693.wav	6.555746714	7.040349714	Cat
1695.wav	4.058439639	4.693813639	Cat
1695.wav	6.002370673	6.784864673	Cat
1695.wav	8.294129008	9.162519008	Cat
1695.wav	6.24007147	9.439228927	Speech
1699.wav	2.502730646	3.323773646	Cat
1699.wav	3.922899019	4.709157523	Cat
1699.wav	5.172273298	6.880527266	Cat
1699.wav	6.838940322	7.182817873	Dog
1699.wav	7.260346122	7.685062675	Speech
1699.wav	8.273357796	8.965670721	Speech
1700.wav	1.122587015	3.868097015	Dog
1700.wav	5.794407839	6.890802397	Cat
1700.wav	8.190758088	8.990304088	Cat
1700.wav	6.549894971	7.272683971	Speech
1701.wav	3.334548431	3.794026431	Cat
1701.wav	9.655342312	10	Cat
1705.wav	3.533373979	5.597257945	Cat
1705.wav	8.298915848	9.395310406	Cat
1706.wav	3.63808017	6.388737766	Speech
1706.wav	7.245814984	8.164635846	Cat
1707.wav	0.326897627	2.035151596	Cat
1708.wav	2.453420072	2.770789687	Alarm_bell_ringing
1708.wav	9.648224307	9.959358094	Alarm_bell_ringing
1708.wav	4.260082955	4.561352797	Speech
1708.wav	4.741023811	5.344266441	Cat
1708.wav	7.208301308	8.23422085	Cat
1708.wav	9.058527193	9.830862794	Cat
1709.wav	0.103194972	1.094418972	Cat
171.wav	3.993120727	4.564344727	Alarm_bell_ringing
1710.wav	0.98160053	2.787800737	Cat
1710.wav	8.772095342	9.478875342	Speech
1712.wav	3.128939769	3.484404622	Dog
1712.wav	5.970659115	10	Dog
1712.wav	4.915557917	5.321861772	Speech
1712.wav	5.455058772	6.471067772	Cat
1712.wav	7.255367233	9.239639501	Cat
1715.wav	1.503766281	2.269185782	Speech
1715.wav	9.604358852	10	Speech
1715.wav	3.268810174	4.089853174	Cat
1716.wav	1.371102635	1.830580635	Cat
1716.wav	3.033046147	3.836402147	Cat
1716.wav	7.07738185	8.313218612	Cat
1716.wav	9.239403427	9.761580298	Cat
1716.wav	3.96415309	4.795717716	Dishes
1716.wav	8.54935134	9.575587168	Speech
1717.wav	0.892083412	1.542446223	Speech
1717.wav	5.909886899	6.539092899	Cat
1717.wav	9.353024488	10	Cat
1718.wav	3.210408928	4.307973498	Cat
1718.wav	5.376175657	6.390098559	Cat
1718.wav	8.303399237	9.116052237	Cat
1718.wav	9.55340673	10	Cat
1718.wav	9.041669756	10	Alarm_bell_ringing
1719.wav	3.557647898	4.519960823	Speech
1719.wav	3.74860078	4.254224363	Cat
1719.wav	7.232526533	8.108580533	Cat
1719.wav	8.520255453	8.987625067	Cat
1722.wav	3.641968958	5.112467824	Cat
1722.wav	7.308015969	8.107561969	Cat
1722.wav	7.121266676	8.923647628	Speech
1722.wav	9.313146938	10	Speech
1722.wav	9.098624099	9.388873099	Dog
1723.wav	0.210251226	0.995784106	Cat
1723.wav	2.249089932	2.984350703	Cat
1723.wav	8.741771359	10	Cat
1723.wav	0.706283694	1.338505694	Speech
1723.wav	2.066267347	2.555337347	Speech
1723.wav	6.079602833	6.894545833	Speech
1724.wav	0.038803925	0.288803925	Dog
1724.wav	3.044646513	3.923852513	Cat
1724.wav	4.820830478	6.041961344	Cat
1724.wav	7.196036612	7.446036612	Cat
1724.wav	6.575285621	7.257099621	Speech
1724.wav	8.060290316	9.172263105	Speech
1725.wav	2.823249733	5.247601586	Cat
1728.wav	0.361328736	1.204238694	Cat
1728.wav	3.980718486	4.583961116	Cat
1728.wav	6.553424779	7.610363554	Cat
1728.wav	8.692446128	10	Cat
1729.wav	0.882004524	1.349374138	Cat
1729.wav	7.164085969	7.946579969	Cat
1729.wav	8.507156904	8.993664841	Alarm_bell_ringing
1730.wav	0.547452728	1.72074071	Speech
1730.wav	7.252896975	8.901286975	Speech
1730.wav	2.149849496	3.049554496	Cat
1730.wav	3.381295757	4.365384183	Cat
1730.wav	9.221366407	10	Cat
1730.wav	4.458339033	7.867069033	Dog
1732.wav	1.651903091	3.431517603	Cat
1732.wav	4.431017324	5.468545324	Cat
1732.wav	4.593138954	6.163319954	Speech
1732.wav	9.222073681	9.782209681	Speech
1734.wav	9.708876124	10	Cat
1736.wav	0.128426709	2.336397548	Cat
1736.wav	2.709358902	3.494891782	Cat
1736.wav	5.683065952	6.286308583	Cat
1736.wav	6.619805432	7.893546432	Cat
1736.wav	3.204995461	6.018065505	Speech
1738.wav	0.383805867	2.520680063	Cat
1738.wav	3.245940487	4.03219899	Cat
1738.wav	5.31376331	5.91700594	Cat
1738.wav	7.043484951	8.089697951	Cat
1738.wav	5.94076113	7.914638681	Speech
1739.wav	4.95180716	5.75135316	Cat
1740.wav	2.191262262	3.503974004	Cat
1740.wav	6.429670122	7.871960122	Cat
1740.wav	9.116015372	9.905901993	Cat
1741.wav	7.173695758	8.447436758	Cat
1742.wav	0.261730003	1.612113766	Cat
1742.wav	4.867871327	5.545578729	Cat
1742.wav	8.31647047	9.19567647	Cat
1742.wav	1.326302463	1.627572305	Speech
1742.wav	3.197770195	4.676951367	Speech
1742.wav	6.601470486	7.667751486	Speech
1744.wav	0.847871554	1.679617554	Speech
1744.wav	2.49414313	3.28033313	Cat
1744.wav	3.675709102	6.892227748	Cat
1745.wav	1.413293545	2.429302545	Cat
1745.wav	6.878833656	8.079876656	Cat
1746.wav	0.685111829	1.493276359	Cat
1746.wav	1.764214929	2.394191929	Cat
1746.wav	5.320433936	6.269662936	Cat
1746.wav	8.019247722	9.095029722	Cat
1746.wav	3.594311847	4.515467847	Speech
1747.wav	2.861592911	4.421421437	Cat
1749.wav	0.625009817	1.898682817	Cat
1749.wav	3.098822922	4.048051922	Cat
1749.wav	8.529582579	9.408788579	Cat
1749.wav	2.230790235	2.622536235	Dog
1749.wav	2.955526717	6.508905402	Speech
175.wav	1.696441476	2.468028476	Dog
175.wav	3.298761638	3.609895425	Alarm_bell_ringing
175.wav	4.861244715	5.220518715	Alarm_bell_ringing
175.wav	6.48322917	6.80343317	Alarm_bell_ringing
1750.wav	0.436173765	1.084450409	Cat
1750.wav	3.820412148	4.602906148	Cat
1750.wav	5.071831866	6.808481026	Cat
1750.wav	9.343479701	9.865656572	Cat
1751.wav	0.244836101	1.113226101	Cat
1751.wav	5.099523623	6.409388538	Cat
1751.wav	9.068382838	9.703756838	Cat
1751.wav	4.693329558	5.036413458	Dog
1752.wav	7.076466288	7.950978288	Cat
1753.wav	0.158432826	1.053330785	Cat
1753.wav	9.162463667	9.765706297	Cat
1754.wav	4.205128052	4.990660932	Cat
1754.wav	8.709767085	9.915231938	Cat
1754.wav	4.905598096	6.378160096	Speech
1754.wav	6.240050714	6.722476714	Dog
1754.wav	8.981785487	10	Dog
1755.wav	5.063964594	5.659384095	Cat
1755.wav	9.174223051	10	Cat
1756.wav	4.869084216	10	Cat
1756.wav	6.042618642	6.343888483	Speech
1757.wav	2.499569896	3.454920896	Cat
1757.wav	5.043240688	5.911086493	Cat
1757.wav	3.391769254	3.869365254	Speech
1758.wav	0.981554395	2.423844395	Cat
1758.wav	4.050491541	4.509969541	Cat
1758.wav	6.118399227	7.582501698	Cat
1758.wav	2.238138107	3.278744354	Speech
1758.wav	4.085223896	5.944974463	Speech
1759.wav	0.27151901	1.01947801	Dog
1759.wav	0.856436729	2.726856924	Cat
1759.wav	8.776339158	10	Cat
1762.wav	1.015039151	1.265039151	Dishes
1762.wav	2.767571815	3.128750815	Dishes
1762.wav	3.479687195	4.311251821	Dishes
1762.wav	1.76023528	2.095994917	Speech
1765.wav	4.108876722	4.358876722	Dishes
1765.wav	4.951320237	5.201320237	Dishes
1765.wav	6.399154403	7.111875403	Speech
1765.wav	9.520359172	10	Speech
1766.wav	0.782421559	2.617092559	Speech
1766.wav	3.378680177	4.110584939	Speech
1766.wav	6.50649815	7.13228015	Speech
1766.wav	1.747787387	2.108966387	Dishes
1766.wav	3.307837298	3.767043298	Dishes
1766.wav	5.286894903	7.170007119	Dishes
1766.wav	7.392757666	7.642757666	Dishes
1768.wav	0.234740233	0.798821866	Speech
1768.wav	3.987727872	4.237727872	Dishes
1768.wav	6.946471801	7.359396801	Dishes
1768.wav	8.582041129	9.844195129	Dishes
1769.wav	0.961833438	1.211833438	Dishes
177.wav	1.516786232	1.831661232	Alarm_bell_ringing
177.wav	6.185950928	10	Alarm_bell_ringing
1771.wav	1.312304925	1.562304925	Dishes
1771.wav	3.861573479	4.111573479	Dishes
1771.wav	6.576845721	7.817525721	Speech
1773.wav	2.239214105	5.875994105	Frying
1773.wav	3.28841181	3.53841181	Dishes
1773.wav	8.335833634	9.025629552	Dishes
1775.wav	0.309168137	0.847875137	Speech
1775.wav	5.29125002	5.91703202	Speech
1775.wav	9.573842316	10	Speech
1775.wav	5.698007856	5.948007856	Dishes
1779.wav	2.744142546	2.994142546	Dishes
1779.wav	3.540002257	4.555113923	Dishes
1779.wav	4.986976822	5.379228875	Dishes
1779.wav	5.333239124	7.224078124	Speech
1779.wav	8.47375199	8.818400516	Speech
1780.wav	5.629108451	5.879108451	Dishes
1780.wav	9.2532806	9.8875206	Speech
1781.wav	1.962036837	2.668816837	Speech
1781.wav	5.645230948	7.179992852	Speech
1781.wav	3.423879165	3.673879165	Dishes
1781.wav	8.614154256	8.984766256	Dishes
1783.wav	5.630351779	6.761513111	Dishes
1783.wav	7.840798529	8.247102384	Speech
1786.wav	0.706564632	1.271507632	Dishes
1786.wav	5.952260523	6.783825149	Dishes
1786.wav	7.653346604	7.97799513	Dishes
1786.wav	8.232844311	9.004227311	Dishes
1786.wav	4.571239507	7.216228169	Speech
1787.wav	0.354162435	2.029967424	Speech
1787.wav	9.083179991	9.969596991	Speech
1787.wav	0.475309359	0.725309359	Dishes
1789.wav	0.097525247	0.674916765	Dishes
1789.wav	4.173702858	4.423702858	Dishes
1789.wav	5.51207024	5.76207024	Dishes
1789.wav	6.754819223	7.01132716	Dishes
1789.wav	5.620914776	7.407426853	Speech
1789.wav	7.929252278	9.065669278	Speech
1790.wav	2.758909558	4.158909558	Dishes
1790.wav	6.105520034	6.355520034	Dishes
1790.wav	8.219465767	10	Dishes
1791.wav	1.719595995	2.155559714	Dishes
1791.wav	3.203211293	3.959492293	Dishes
1791.wav	4.40463551	4.77524751	Dishes
1791.wav	8.159760452	8.572572244	Speech
1791.wav	9.181453651	9.863267651	Speech
1792.wav	1.960779914	2.396743633	Dishes
1792.wav	4.954615188	6.714093188	Dishes
1796.wav	1.122983833	1.575772833	Dishes
1797.wav	5.138551824	5.388551824	Dishes
1797.wav	7.841498903	8.58374793	Dishes
1798.wav	1.923838945	3.683316945	Dishes
1798.wav	6.779420532	7.203955532	Dishes
1799.wav	8.257072832	8.507072832	Dishes
18.wav	1.442923351	1.926460351	Alarm_bell_ringing
18.wav	2.298449842	2.618585842	Alarm_bell_ringing
18.wav	8.471314603	8.721314603	Alarm_bell_ringing
18.wav	2.537007729	3.788458729	Speech
1801.wav	5.890294047	6.401155725	Dishes
1802.wav	0.54674035	1.45847814	Dishes
1802.wav	1.760090581	2.010090581	Dishes
1802.wav	5.837356734	6.271823734	Dishes
1802.wav	3.429554061	4.042207061	Speech
1802.wav	5.581403877	5.831403877	Speech
1802.wav	7.195509383	10	Running_water
1805.wav	4.435406081	4.728626036	Dishes
1805.wav	6.558281128	8.836444128	Speech
1807.wav	5.159248077	5.409248077	Dishes
1808.wav	0.416617927	0.666617927	Dishes
1809.wav	0.650022527	1.328843389	Dishes
1809.wav	3.836730406	4.336050134	Dishes
181.wav	1.634342978	1.884342978	Alarm_bell_ringing
181.wav	4.16923453	7.817171038	Alarm_bell_ringing
181.wav	8.920511174	9.735454174	Speech
1810.wav	2.251950207	2.501950207	Dishes
1810.wav	4.88588938	5.65727238	Dishes
1810.wav	6.460488874	6.710488874	Dishes
1810.wav	3.709095594	5.84066022	Speech
1810.wav	7.164031664	7.814394475	Speech
1811.wav	2.133916358	2.787000258	Dishes
1811.wav	3.297131294	7.878504775	Speech
1812.wav	1.028113335	1.351900183	Dishes
1812.wav	1.940892874	4.365042534	Dishes
1812.wav	5.205933442	5.455933442	Dishes
1812.wav	5.965946403	6.215946403	Dishes
1812.wav	3.802739145	6.235256145	Speech
1812.wav	6.669643203	7.249756203	Speech
1812.wav	8.716822358	9.423602358	Speech
1813.wav	2.068593193	2.429772193	Dishes
1813.wav	4.991128097	5.241128097	Dishes
1813.wav	2.213260397	2.905573322	Speech
1814.wav	0.932634172	2.444629172	Dishes
1814.wav	3.774823903	4.024823903	Dishes
1814.wav	4.199761055	4.796246055	Dishes
1814.wav	5.200602961	5.450602961	Dishes
1814.wav	8.501858388	8.788207388	Dishes
1814.wav	9.572785522	10	Speech
1816.wav	0.75682571	1.00682571	Dishes
1816.wav	2.221705609	2.471705609	Dishes
1816.wav	8.471595017	8.721595017	Dishes
1816.wav	5.62143413	6.027737985	Speech
1816.wav	6.394949301	8.254699868	Speech
1817.wav	0.072714996	2.349041527	Blender
1817.wav	1.815983921	2.065983921	Dishes
1818.wav	2.357936343	3.988979343	Speech
1818.wav	3.395550936	3.690199462	Dishes
1818.wav	4.546344534	4.870131382	Dishes
182.wav	4.635660754	7.079855754	Alarm_bell_ringing
182.wav	7.556158886	7.873346886	Alarm_bell_ringing
182.wav	4.778183194	5.184487049	Speech
1820.wav	1.424515721	10	Frying
1820.wav	5.665777482	5.915777482	Dishes
1820.wav	9.35469395	9.60469395	Dishes
1820.wav	8.633330497	8.883330497	Speech
1822.wav	1.827704414	3.202965185	Speech
1822.wav	3.812049824	5.284611824	Speech
1822.wav	7.51081271	8.242717471	Speech
1822.wav	2.140019236	2.639338964	Dishes
1822.wav	3.043707389	3.453163172	Dishes
1822.wav	8.430709957	8.680709957	Dishes
1822.wav	5.59896537	10	Frying
1822.wav	8.648195396	9.685723396	Cat
1823.wav	2.499673201	2.860852201	Dishes
1823.wav	4.053668054	5.685934458	Dishes
1823.wav	7.466090343	8.297654968	Dishes
1823.wav	8.085765519	8.574835519	Speech
1828.wav	0.30496387	0.72804777	Dishes
1828.wav	0.989242816	1.425206534	Dishes
1828.wav	5.443189732	5.693189732	Dishes
1828.wav	1.773554661	2.538974162	Speech
1829.wav	1.41849244	2.093785222	Dishes
1829.wav	5.395364472	7.166642735	Dishes
1829.wav	7.456898582	7.810231582	Dishes
1829.wav	3.557115199	4.095822199	Speech
1829.wav	5.915137418	10	Blender
183.wav	3.251221463	4.24182091	Speech
183.wav	7.043289663	7.302291663	Speech
183.wav	4.532833921	6.959477912	Alarm_bell_ringing
183.wav	7.937500851	8.254779763	Alarm_bell_ringing
183.wav	7.230347585	7.683612585	Dog
1831.wav	6.569040654	6.819040654	Dishes
1831.wav	8.874755638	10	Speech
1832.wav	1.011888102	5.652318941	Speech
1832.wav	6.602354547	7.015166338	Speech
1832.wav	1.412763238	1.693398159	Dishes
1832.wav	4.233762852	4.483762852	Dishes
1832.wav	5.83379825	6.13819725	Dishes
1832.wav	8.308304951	8.909619951	Dishes
1834.wav	0.502820541	0.752820541	Dishes
1834.wav	5.904386856	6.154386856	Dishes
1835.wav	2.485820456	2.910355456	Dishes
1835.wav	8.675318033	10	Dishes
1836.wav	0.108784552	0.358784552	Dishes
1836.wav	0.509437263	0.759437263	Dishes
1836.wav	1.147812831	1.397812831	Dishes
1836.wav	2.148976518	2.398976518	Dishes
1836.wav	4.591968465	7.486072712	Dishes
1836.wav	9.011466097	9.261466097	Dishes
1836.wav	1.712594159	3.844158784	Speech
1837.wav	0.534918291	2.459906954	Speech
1837.wav	2.933047765	3.334906765	Speech
1837.wav	7.295637886	7.823528886	Speech
1837.wav	8.661648094	9.005457618	Speech
1837.wav	3.029989743	5.369714927	Dishes
1837.wav	5.727430025	7.142327984	Dishes
1837.wav	7.944639661	8.273229642	Dishes
1837.wav	9.317589294	10	Frying
1839.wav	2.215100024	2.465100024	Dishes
1839.wav	6.046931647	8.127561224	Dishes
1839.wav	3.978592298	5.626982298	Speech
1839.wav	7.891591403	8.778008403	Speech
184.wav	1.681187909	2.034044909	Alarm_bell_ringing
184.wav	5.510864014	5.831226826	Alarm_bell_ringing
184.wav	8.11608151	8.435809401	Alarm_bell_ringing
184.wav	3.222467774	4.757229679	Speech
184.wav	6.016911187	6.818090187	Speech
184.wav	8.317320199	10	Speech
184.wav	5.3708029	5.828444623	Dog
